"Id","ProgramSetupId","DegreeId","StudentId","LevelId","CreatedDate","UpdatedDate"
300,22,2,431,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
301,22,2,432,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
302,22,2,433,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
303,23,2,434,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
304,23,2,435,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
305,23,2,436,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
306,23,2,437,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
307,23,2,438,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
308,23,2,439,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
309,23,2,440,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
310,23,2,441,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
311,23,2,442,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
312,23,2,443,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
313,23,2,444,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
314,23,2,445,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
315,23,2,446,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
316,23,2,447,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
317,23,2,448,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
318,23,2,449,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
319,23,2,450,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
320,23,2,451,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
321,23,2,452,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
322,23,2,453,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
323,23,2,454,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
324,23,2,455,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
325,23,2,456,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
326,23,2,457,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
327,23,2,458,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
328,23,2,459,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
329,23,2,460,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
330,23,2,461,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
331,23,2,462,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
332,23,2,463,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
333,23,2,464,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
334,23,2,465,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
335,23,2,466,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
336,23,2,467,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
337,23,2,468,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
338,23,2,469,4,"2024-04-20 00:00:00","2024-04-20 00:00:00"
